,idno,ppltrst,happy,health,cgtsday,alcfreq,height,weight,gndr,yrbrn
785,936362,8,9,Good,,Every day,174.0,72.0,Male,1945
786,936370,8,Extremely happy,Fair,,Several times a week,167.0,72.0,Female,1950
789,936435,8,Extremely happy,Good,,Never,163.0,75.0,Female,1945
792,936516,8,9,Good,,Several times a week,172.0,66.0,Female,1961
793,936540,6,Extremely happy,Very good,,Several times a week,182.0,88.0,Male,1959
801,936697,8,8,Fair,,Several times a week,172.0,80.0,Male,1950
804,936728,8,9,Very good,,Once a week,183.0,91.0,Male,1969
805,936736,8,8,Fair,,Every day,172.0,63.0,Female,1941
806,936744,5,Extremely happy,Good,12.0,Several times a week,163.0,58.0,Male,1988
807,936752,5,9,Good,20.0,Never,168.0,65.0,Female,1960
809,936778,7,6,Good,15.0,Several times a week,174.0,82.0,Male,1960
810,936794,5,8,Good,,2-3 times a month,185.0,83.0,Male,1947
812,936859,5,8,Very good,,Every day,183.0,106.0,Male,1946
813,936883,5,8,Good,,2-3 times a month,163.0,64.0,Female,1945
821,937009,7,9,Good,,Once a week,173.0,96.0,Male,1964
822,937017,8,9,Very good,,Every day,164.0,78.0,Female,1950
823,937041,2,9,Fair,2.0,Once a week,160.0,71.0,Female,1981
824,937059,4,8,Very good,19.0,Never,184.0,64.0,Male,1990
825,937083,4,9,Very good,,Several times a week,185.0,80.0,Male,1972
827,937114,8,8,Very good,,Once a month,172.0,61.0,Female,1981
828,937148,5,8,Fair,,Once a week,169.0,120.0,Female,1959
829,937172,8,9,Very good,2.0,Several times a week,168.0,60.0,Female,1982
831,937198,4,Extremely happy,Very good,10.0,Less than once a month,164.0,60.0,Female,1993
832,937245,8,9,Good,,2-3 times a month,165.0,65.0,Female,1963
835,937318,8,9,Good,,Never,164.0,59.0,Female,1959
836,937342,5,5,Very good,4.0,Several times a week,175.0,83.0,Male,1943
837,937368,4,Extremely happy,Fair,,Every day,162.0,104.0,Male,1948
839,937384,8,8,Good,,2-3 times a month,183.0,89.0,Male,1975
840,937392,7,9,Very good,,Several times a week,170.0,80.0,Male,1955
845,937465,4,8,Very good,20.0,Every day,168.0,64.0,Male,1968
846,937499,8,9,Fair,,Once a week,162.0,,Female,1968
847,937504,Most people can be trusted,Extremely happy,Very good,,Less than once a month,157.0,,Female,1937
851,937562,7,7,Very good,,Once a week,167.0,82.0,Female,1946
852,937596,7,7,Good,,Once a month,168.0,58.0,Female,1980
855,937643,9,8,Fair,,Once a month,164.0,70.0,Female,1960
857,937716,8,9,Good,8.0,Once a week,170.0,78.0,Female,1943
859,937774,7,9,Good,,Once a week,163.0,58.0,Female,1976
860,937782,8,9,Good,,Several times a week,186.0,96.0,Male,1959
862,937813,5,8,Very good,,Several times a week,183.0,92.0,Male,1975
863,937821,3,5,Fair,,2-3 times a month,178.0,110.0,Male,1953
865,937863,8,8,Very good,,Several times a week,187.0,66.0,Male,1967
866,937910,4,7,Good,20.0,Once a week,180.0,80.0,Male,1963
870,938005,9,9,Very good,,Once a week,177.0,73.0,Female,1988
872,938039,9,7,Very good,1.0,Several times a week,187.0,84.0,Male,1973
873,938047,8,9,Fair,,Never,178.0,66.0,Male,1956
874,938055,8,Extremely happy,Very good,,Less than once a month,172.0,72.0,Female,1979
877,938102,5,Extremely happy,Very good,,Once a week,178.0,93.0,Male,1963
882,938178,5,8,Good,12.0,Less than once a month,161.0,106.0,Female,1991
883,938194,6,Extremely happy,Fair,,2-3 times a month,172.0,60.0,Male,1926
885,938241,6,5,Fair,20.0,Once a week,168.0,68.0,Female,1961
887,938283,7,8,Good,,Once a month,171.0,62.0,Female,1992
889,938356,6,Extremely happy,Very good,,Less than once a month,192.0,90.0,Male,1975
890,938364,7,Extremely happy,Very good,,2-3 times a month,185.0,90.0,Male,1985
893,938398,7,9,Very good,,Several times a week,190.0,94.0,Male,1968
895,938437,6,8,Good,,Once a month,168.0,50.0,Male,1998
897,938461,8,8,Fair,,Less than once a month,189.0,80.0,Male,1973
906,938623,9,9,Good,,Once a week,176.0,70.0,Male,1991
907,938631,7,8,Very good,,2-3 times a month,167.0,62.0,Female,1959
909,938665,4,8,Very good,,2-3 times a month,173.0,65.0,Female,1996
910,938681,8,7,Good,,Once a month,162.0,51.0,Female,1991
912,938704,Most people can be trusted,8,Fair,,Once a month,164.0,92.0,Female,1965
915,938843,8,7,Very good,,Once a month,170.0,64.0,Female,1978
917,938885,8,7,Fair,20.0,Several times a week,172.0,72.0,Male,1953
921,938940,7,8,Good,,2-3 times a month,184.0,68.0,Female,1997
923,938966,8,Extremely happy,Very good,,Every day,169.0,70.0,Male,1943
924,938974,7,7,Good,,Less than once a month,165.0,68.0,Female,1975
925,939001,8,8,Very good,,Once a week,184.0,80.0,Male,1974
930,939124,3,Extremely happy,Good,,Less than once a month,172.0,51.0,Female,1943
932,939140,8,7,Good,,2-3 times a month,186.0,110.0,Male,1989
934,939182,8,9,Good,,Less than once a month,191.0,89.0,Male,1965
937,939271,7,7,Good,,Less than once a month,163.0,75.0,Female,1946
940,939344,8,8,Fair,,Several times a week,176.0,73.0,Male,1944
942,939386,9,Extremely happy,Very good,,2-3 times a month,184.0,62.0,Male,1992
946,939467,5,2,Fair,,Less than once a month,184.0,88.0,Male,1945
947,939483,7,9,Fair,,Less than once a month,156.0,63.0,Female,1979
950,939530,7,8,Bad,,Several times a week,149.0,56.0,Female,1983
951,939556,6,8,Good,,Once a week,188.0,126.0,Male,1985
958,939700,9,9,Very good,,Once a week,179.0,78.0,Male,1973
959,939718,6,Extremely happy,Fair,,Once a month,158.0,67.0,Female,1936
960,939742,6,7,Bad,,Every day,176.0,71.0,Male,1947
962,939792,You can't be too careful,9,Fair,10.0,2-3 times a month,155.0,38.0,Female,1955
963,939807,7,8,Very good,,Once a month,163.0,62.0,Female,1954
964,939865,7,6,Fair,,2-3 times a month,179.0,53.0,Male,1997
965,939873,5,7,Very good,18.0,Less than once a month,172.0,95.0,Male,1989
966,939881,8,Extremely happy,Very good,,2-3 times a month,176.0,69.0,Female,1970
970,939938,8,9,Very good,,Less than once a month,169.0,62.0,Female,1978
972,939970,7,9,Very good,,Several times a week,204.0,113.0,Male,1961
973,940026,8,7,Good,,Never,165.0,55.0,Female,1999
976,940050,7,Extremely happy,Very good,,Less than once a month,170.0,52.0,Female,1999
978,940084,9,Extremely happy,Good,,Never,171.0,72.0,Female,1980
979,940107,7,8,Good,4.0,2-3 times a month,180.0,74.0,Male,1995
981,940165,7,8,Good,,Once a week,164.0,68.0,Female,1938
982,940173,8,Extremely happy,Good,,Once a month,168.0,90.0,Male,1932
984,940246,7,9,Very good,,2-3 times a month,176.0,95.0,Female,1960
985,940254,6,8,Very good,,Once a week,176.0,75.0,Male,1987
987,940296,7,8,Very good,,Once a week,175.0,68.0,Male,1980
989,940319,5,9,Good,,Once a week,165.0,70.0,Female,1976
990,940335,2,3,Good,,2-3 times a month,153.0,42.0,Female,1999
992,940351,5,4,Bad,5.0,Never,163.0,,Female,1979
995,940385,4,9,Good,,Once a month,176.0,69.0,Female,1993
999,940458,3,7,Fair,,Once a week,150.0,70.0,Female,1936
1000,940466,6,8,Very good,,Once a week,185.0,78.0,Male,1987
1001,940490,8,9,Very good,,2-3 times a month,185.0,90.0,Male,1992
1004,940547,9,Extremely happy,Good,0.0,Several times a week,174.0,84.0,Male,1943
1010,940678,6,8,Bad,,Less than once a month,151.0,53.0,Female,1950
1013,940717,Most people can be trusted,8,Very good,,Several times a week,165.0,67.0,Female,1972
1014,940725,8,Extremely happy,Very good,,Several times a week,158.0,70.0,Female,1954
1016,940759,5,6,Fair,,2-3 times a month,165.0,51.0,Female,1998
1018,940783,8,7,Good,,Several times a week,196.0,135.0,Male,1954
1022,940848,7,9,Good,,Several times a week,168.0,72.0,Female,1947
1024,940864,4,9,Good,,Once a month,164.0,65.0,Female,1971
1025,940880,8,6,Fair,12.0,Once a week,185.0,92.0,Male,1957
1029,940979,8,9,Fair,0.0,Several times a week,188.0,123.0,Male,1965
1030,940987,Most people can be trusted,8,Very good,,Once a week,172.0,65.0,Female,1955
1035,941153,4,6,Good,,Once a week,197.0,62.0,Male,1951
1037,941195,8,9,Good,,2-3 times a month,161.0,65.0,Male,1992
1039,941226,8,8,Good,,Several times a week,182.0,88.0,Male,1957
1040,941242,8,8,Very good,,Several times a week,182.0,89.0,Male,1948
1041,941268,6,9,Good,,Once a week,160.0,72.0,Female,1970
1042,941284,7,4,Fair,,Several times a week,175.0,65.0,Female,1952
1046,941365,7,9,Fair,,Never,157.0,121.0,Female,1960
1047,941373,5,Extremely happy,Good,8.0,2-3 times a month,190.0,70.0,Male,1992
1048,941412,5,7,Fair,,Less than once a month,176.0,66.0,Female,1990
1050,941438,6,7,Very good,,Several times a week,177.0,70.0,Male,1958
1054,941535,3,9,Very good,,Once a week,169.0,52.0,Female,1988
1055,941543,8,9,Good,,Once a week,178.0,75.0,Male,1975
1056,941551,4,3,Bad,,Less than once a month,172.0,110.0,Male,1956
1057,941569,9,Extremely happy,Fair,,Less than once a month,168.0,60.0,Female,1986
1063,941721,9,Extremely happy,Good,,Once a week,156.0,58.0,Female,1926
1065,941747,4,5,Fair,20.0,Less than once a month,160.0,60.0,Female,1955
1068,941771,8,7,Very good,,Several times a week,162.0,65.0,Female,1956
1071,941828,7,8,Very good,,Every day,175.0,90.0,Male,1945
1072,941844,9,6,Bad,,Never,182.0,61.0,Male,1926
1073,941860,7,Extremely happy,Very good,,Less than once a month,164.0,57.0,Female,1979
1075,941886,9,7,Good,,2-3 times a month,168.0,,Female,1968
1077,941909,8,9,Very good,,Once a week,171.0,77.0,Female,1950
1080,941975,8,7,Very good,,Once a week,178.0,69.0,Female,1961
1082,941991,9,9,Good,,Less than once a month,165.0,83.0,Female,1970
1084,942036,7,9,Bad,,Several times a week,167.0,82.0,Female,1967
1086,942078,7,8,Good,1.0,Several times a week,182.0,90.0,Male,1975
1088,942094,8,8,Very good,,Less than once a month,173.0,83.0,Male,1929
1089,942117,7,7,Good,,Several times a week,175.0,70.0,Female,1975
1090,942141,7,8,Very good,15.0,Several times a week,169.0,,Female,1963
1091,942175,2,Extremely unhappy,Very bad,30.0,Less than once a month,162.0,55.0,Female,1992
1092,942183,5,6,Good,,Once a week,167.0,90.0,Female,1969
1098,942298,Most people can be trusted,Extremely happy,Very good,,Several times a week,192.0,91.0,Male,1980
1102,942442,9,9,Good,,Several times a week,176.0,71.0,Male,1961
1103,942468,8,8,Good,,Once a week,186.0,83.0,Male,1961
1104,942476,4,7,Fair,,Once a week,158.0,60.0,Female,1981
1106,942492,3,Extremely happy,Fair,,2-3 times a month,164.0,73.0,Female,1970
1107,942515,8,6,Fair,12.0,Once a week,180.0,84.0,Male,1958
1108,942531,9,8,Good,,Once a week,178.0,120.0,Male,1959
1109,942557,9,8,Fair,6.0,Once a week,178.0,80.0,Female,1958
1110,942565,9,9,Good,,Once a month,173.0,115.0,Female,1984
1111,942599,7,7,Very good,,2-3 times a month,174.0,62.0,Female,1957
1115,942662,8,7,Good,15.0,2-3 times a month,173.0,73.0,Female,1963
1119,942743,3,8,Fair,,2-3 times a month,179.0,98.0,Male,1958
1120,942785,8,9,Very good,,Every day,184.0,75.0,Male,1951
1122,942808,5,8,Very good,,Once a week,168.0,77.5,Female,1956
1123,942816,4,4,Good,,2-3 times a month,195.0,117.0,Male,1974
1124,942824,8,5,Good,,Every day,182.0,75.0,Male,1925
1125,942840,8,8,Very good,13.0,2-3 times a month,170.0,80.0,Female,1965
1127,942874,5,7,Very bad,,Less than once a month,155.0,45.3,Female,1931
1129,942913,7,9,Good,,Once a week,165.0,65.0,Male,1979
1130,942939,8,Extremely happy,Good,,2-3 times a month,185.0,117.0,Male,1962
1131,942947,9,8,Fair,,Several times a week,187.0,91.0,Male,1947
1132,942955,8,9,Very good,,2-3 times a month,190.0,86.0,Male,1990
1133,942963,1,Extremely happy,Very good,,2-3 times a month,179.0,88.0,Male,1952
1134,943008,7,9,Fair,,2-3 times a month,164.0,69.0,Female,1940
1136,943040,8,Extremely happy,Very good,,Several times a week,184.0,85.0,Male,1977
1138,943066,9,9,Very good,,Less than once a month,179.0,70.0,Male,1975
1139,943082,9,8,Good,20.0,Every day,183.0,90.0,Male,1965
1141,943105,8,8,Very good,,Once a week,187.0,87.0,Male,1957
1143,943147,8,9,Very good,,Less than once a month,189.0,62.0,Male,1996
1144,943155,9,9,Fair,,Several times a week,164.0,82.0,Female,1950
1145,943171,8,8,Very good,,2-3 times a month,172.0,70.0,Male,1985
1147,943236,1,Extremely happy,Good,,Once a month,160.0,57.0,Female,1946
1148,943260,5,8,Bad,,Never,186.0,112.0,Male,1945
1149,943278,8,8,Fair,4.0,Once a month,171.0,58.0,Female,1974
1151,943294,5,8,Fair,,Several times a week,180.0,82.0,Male,1958
1154,943325,4,8,Good,,2-3 times a month,172.0,64.0,Female,1978
1156,943341,4,7,Fair,7.0,Less than once a month,187.0,84.0,Male,1988
1158,943430,Most people can be trusted,5,Very good,,2-3 times a month,168.0,65.0,Female,1973
1165,943545,4,5,Bad,,Several times a week,173.0,90.0,Male,1953
1170,943634,7,9,Good,,Several times a week,194.0,88.0,Male,1977
1171,943642,5,7,Fair,,Once a week,162.0,70.0,Female,1957
1172,943668,9,9,Very good,,Once a week,184.0,92.0,Male,1946
1175,943749,5,9,Very good,,Never,148.0,54.0,Female,1964
1178,943773,8,2,Bad,,Several times a week,163.0,69.0,Female,1946
1179,943846,2,,Good,,Several times a week,178.0,76.0,Male,1945
1180,943896,8,9,Very good,,Every day,171.0,76.0,Male,1941
1182,943951,8,8,Very good,,2-3 times a month,173.0,63.0,Female,1970
1184,943985,8,7,Good,,Once a week,173.0,70.0,Male,1975
1185,943993,7,8,Good,,Every day,175.0,66.0,Male,1928
1186,944004,9,9,Good,5.0,Once a week,183.0,105.0,Male,1960
1187,944012,8,9,Very good,,Never,160.0,64.0,Female,1974
1189,944046,9,7,Very good,,Several times a week,193.0,90.0,Male,1963
1191,944070,6,8,Good,10.0,Several times a week,168.0,110.0,Female,1993
1192,944088,7,9,Good,14.0,Several times a week,178.0,72.0,Male,1976
1194,944119,3,5,Fair,20.0,2-3 times a month,156.0,50.0,Female,1990
1197,944193,7,9,Good,0.0,Once a week,182.0,92.0,Female,1979
1199,944216,5,Extremely happy,Fair,,Once a week,188.0,115.0,Male,1942
1201,944266,7,8,Good,,2-3 times a month,170.0,85.0,Female,1976
1202,944313,2,9,Good,,Never,152.0,48.0,Female,1929
1205,944363,8,8,Fair,12.0,Once a month,172.0,66.0,Female,1968
1209,944436,9,Extremely happy,Very good,,Several times a week,180.0,69.0,Male,1947
1212,944517,7,9,Fair,,Never,180.0,88.0,Male,1978
1213,944525,3,Extremely happy,Bad,,Once a month,182.0,66.0,Male,1944
1214,944541,6,9,Very good,,Less than once a month,183.0,88.0,Male,1969
1216,944575,7,Extremely happy,Very good,20.0,Once a week,181.0,93.0,Male,1966
1219,944622,8,8,Fair,,Once a week,170.0,89.0,Female,1968
1220,944630,8,8,Very good,,Never,181.0,78.0,Male,1944
1222,944664,7,7,Very good,6.0,Every day,177.0,82.0,Female,1947
1225,944711,8,8,Very good,,Once a week,188.0,88.0,Male,1977
1228,944779,5,8,Fair,,Several times a week,187.0,103.0,Male,1945
1230,944818,8,6,Fair,20.0,2-3 times a month,175.0,85.0,Male,1968
1233,944923,9,Extremely happy,Good,,Less than once a month,170.0,69.0,Female,1992
1235,944949,8,9,Good,,Once a week,186.0,80.0,Male,1976
1236,944999,7,7,Fair,,Every day,160.0,56.0,Female,1954
1237,945018,8,8,Good,,Several times a week,186.0,104.0,Male,1957
1239,945034,9,8,Good,,Less than once a month,173.0,60.0,Female,1942
1240,945042,6,8,Very good,,Once a week,180.0,82.0,Male,1962
1241,945068,5,4,Bad,102.0,Several times a week,187.0,80.0,Male,1962
1242,945076,7,8,Fair,20.0,Never,164.0,75.0,Female,1949
1244,945092,8,8,Good,,2-3 times a month,190.0,87.0,Male,1996
1245,945107,7,Extremely happy,Very bad,,2-3 times a month,172.0,114.0,Female,1954
1246,945149,8,9,Very good,,Once a month,168.0,68.0,Female,1983
1249,945262,7,Extremely happy,Very good,20.0,Every day,162.0,68.0,Female,1952
1250,945296,7,9,Good,,Less than once a month,176.0,92.0,Male,1966
1251,945301,7,8,Good,,Once a week,178.0,66.0,Male,1972
1256,945555,9,8,Fair,,Less than once a month,169.0,68.0,Female,1996
1257,945563,Most people can be trusted,9,Good,,Every day,162.0,72.0,Female,1950
1258,945571,8,8,Fair,,Less than once a month,181.0,117.0,Male,1981
1259,945652,4,8,Very good,10.0,Once a week,191.0,80.0,Male,1998
1260,945660,6,9,Good,,Several times a week,177.0,89.0,Male,1949
1262,945733,9,8,Fair,,Several times a week,173.0,80.0,Female,1951
1263,945759,7,9,Very good,,2-3 times a month,181.0,82.0,Male,1987
1265,945791,3,Extremely happy,Very good,,Once a week,172.0,80.0,Male,1935
1270,945856,9,Extremely happy,Good,,Once a week,170.0,66.0,Male,1988
1273,945937,8,8,Very good,,Several times a week,184.0,93.0,Male,1959
1275,945961,5,7,Fair,30.0,Several times a week,186.0,83.0,Male,1990
1277,946030,7,8,Very good,,Several times a week,182.0,76.0,Male,1983
1282,946153,6,7,Bad,,Never,159.0,50.0,Female,1933
1283,946161,7,5,Very good,,Once a month,174.0,65.0,Male,1993
1285,946218,8,8,Good,20.0,Several times a week,185.0,83.0,Male,1972
1286,946250,6,8,Good,7.0,2-3 times a month,187.0,66.0,Male,1997
1287,946268,5,9,Very good,10.0,2-3 times a month,180.0,74.0,Male,1966
1289,946292,8,9,Very good,,Once a month,163.0,66.0,Female,1998
1291,946349,4,7,Fair,,Several times a week,170.0,74.0,Female,1977
1299,946519,5,Extremely happy,Fair,,Less than once a month,173.0,70.0,Female,1998
1300,946527,8,,Bad,,Every day,177.0,66.0,Female,1932
1301,946535,8,8,Good,,2-3 times a month,164.0,63.0,Female,1971
1303,946585,8,Extremely happy,Good,,Several times a week,168.0,58.0,Female,1963
1304,946616,8,8,Very good,,Less than once a month,167.0,114.0,Female,1964
1305,946624,8,8,Fair,,Several times a week,178.0,76.0,Male,1970
1308,946682,8,8,Good,,Once a month,188.0,95.0,Male,1974
1309,946690,5,8,Very good,20.0,Several times a week,179.0,82.0,Male,1963
1311,946747,3,8,Good,,Several times a week,168.0,76.0,Male,1938
1314,946810,5,8,Very good,,Once a week,180.0,78.0,Male,1989
1315,946828,5,9,Very good,,Once a week,165.0,68.0,Male,1933
1316,946836,8,8,Very good,,Several times a week,171.0,95.0,Female,1952
1317,946852,8,Extremely happy,Very good,,Several times a week,175.0,85.0,Female,1967
1323,946967,You can't be too careful,8,Fair,,Every day,160.0,45.0,Female,1941
1324,946975,8,9,Fair,,Once a week,178.0,76.0,Male,1963
1325,947010,8,7,Fair,,Several times a week,174.0,80.0,Male,1955
1330,947117,7,9,Very good,,2-3 times a month,170.0,71.0,Female,1963
1331,947141,8,9,Good,,Once a month,165.0,74.0,Female,1973
1333,947167,8,Extremely happy,Good,,Never,173.0,78.0,Female,1957
1335,947230,7,8,Very good,,2-3 times a month,162.0,59.0,Female,1968
1336,947248,Most people can be trusted,Extremely happy,Very good,,2-3 times a month,169.0,61.0,Female,1977
1337,947256,9,6,Very good,,Several times a week,170.0,73.0,Female,1948
1338,947272,5,4,Fair,,Several times a week,182.0,54.0,Male,1990
1342,947337,Most people can be trusted,8,Good,,2-3 times a month,160.0,59.0,Female,1945
1343,947345,8,9,Good,10.0,Once a week,174.0,104.0,Male,1984
1344,947379,8,9,Good,,Once a week,176.0,70.0,Male,1979
1345,947395,5,8,Fair,,Once a week,183.0,87.0,Male,1949
1349,947484,3,Extremely happy,Fair,,Once a month,160.0,78.0,Female,1964
1350,947492,8,9,Good,,Once a week,165.0,61.0,Female,1954
1351,947507,3,Extremely happy,Very good,,Every day,172.0,80.0,Male,1935
1352,947515,Most people can be trusted,9,Good,5.0,Several times a week,172.0,62.0,Female,1958
1355,947565,9,8,Good,,Several times a week,175.0,75.0,Male,1955
1356,947612,7,8,Very good,3.0,Once a week,165.0,58.0,Female,1940
1357,947638,Most people can be trusted,9,Good,,Several times a week,168.0,63.0,Female,1936
1361,947735,7,8,Very good,,2-3 times a month,175.0,77.0,Male,1972
1362,947751,6,8,Bad,,Every day,176.0,66.0,Male,1954
1363,947769,8,9,Fair,,Several times a week,176.0,110.0,Female,1959
1365,947808,9,7,Very good,20.0,Once a week,169.0,57.0,Female,1957
1367,947840,9,9,Very good,,Once a week,185.0,86.0,Male,1995
1368,947858,8,9,Very good,,Several times a week,181.0,71.0,Male,1992
1369,947874,9,9,Good,,Once a week,184.0,89.0,Male,1985
1370,947882,7,7,Very good,,2-3 times a month,164.0,68.0,Female,1973
1378,948016,7,7,Fair,8.0,Less than once a month,165.0,53.0,Female,1965
1379,948074,5,8,Good,,Once a week,165.0,68.0,Female,1995
1380,948082,5,8,Fair,3.0,Once a week,180.0,89.0,Male,1947
1381,948113,Most people can be trusted,Extremely happy,Fair,3.0,Once a week,167.0,79.0,Female,1983
1382,948121,8,9,Good,,Several times a week,178.0,93.0,Male,1941
1384,948197,9,8,Good,,Several times a week,182.0,86.0,Male,1961
1385,948202,9,Extremely happy,Fair,,Once a week,168.0,62.0,Female,1955
1394,948391,7,7,Good,,Less than once a month,176.0,63.0,Female,1995
1395,948406,7,8,Fair,,2-3 times a month,176.0,58.0,Male,1949
1396,948414,7,8,Good,,Less than once a month,168.0,,Female,1974
1398,948448,8,7,Fair,,Several times a week,185.0,95.0,Male,1957
1400,948472,8,8,Good,,Once a month,171.0,56.0,Female,1977
1401,948480,8,Extremely happy,Very good,,2-3 times a month,168.0,80.0,Male,1966
1403,948545,7,7,Good,,2-3 times a month,168.0,64.0,Female,1953
1404,948595,8,Extremely happy,Good,,Several times a week,178.0,92.0,Male,1947
1405,948600,3,7,Good,,2-3 times a month,185.0,90.0,Male,1965
1406,948618,4,8,Good,,Never,166.0,73.0,Female,1997
1408,948676,7,8,Fair,,Once a month,174.0,82.0,Female,1965
1409,948715,9,6,Very good,,Once a week,198.0,84.0,Male,1993
1410,948731,8,8,Good,,2-3 times a month,175.0,60.0,Female,1974
1412,948765,5,8,Very good,,Less than once a month,153.0,57.0,Female,1950
1414,948838,8,7,Good,,Several times a week,185.0,83.0,Male,1972
1415,948846,5,7,Good,,2-3 times a month,159.0,60.0,Female,1997
1416,948854,2,6,Very good,15.0,2-3 times a month,175.0,64.0,Male,1964
1419,948919,8,9,Good,,Never,160.0,72.0,Female,1965
1420,948927,8,8,Very good,,Once a week,180.0,74.0,Male,1960
1421,948943,4,8,Good,,Several times a week,172.0,71.0,Female,1938
1422,948993,8,7,Good,,Once a week,164.0,58.0,Female,1956
1423,949004,6,9,Very good,10.0,Several times a week,180.0,65.0,Male,1963
1425,949020,8,6,Good,,Once a week,178.0,66.0,Male,1962
1427,949054,9,Extremely happy,Very good,,2-3 times a month,166.0,71.0,Female,1939
1428,949070,5,9,Very good,,2-3 times a month,167.0,95.0,Female,1983
1429,949096,4,5,Very good,,Less than once a month,186.0,73.0,Male,1979
1430,949119,9,9,Very good,,Once a week,165.0,65.0,Female,1954
1432,949143,8,8,Good,,2-3 times a month,172.0,62.0,Female,1972
1437,949224,7,Extremely happy,Fair,,2-3 times a month,161.0,86.0,Female,1941
1441,949313,Most people can be trusted,Extremely happy,Good,,Several times a week,178.0,74.0,Male,1988
1442,949321,8,Extremely happy,Very good,1.0,2-3 times a month,176.0,77.0,Female,1972
1443,949339,7,Extremely happy,Good,,Every day,181.0,77.0,Male,1930
1445,949389,8,Extremely happy,Good,,2-3 times a month,164.0,60.0,Female,1927
1446,949397,7,8,Very good,,2-3 times a month,176.0,67.0,Male,1942
1449,949486,8,8,Good,,Once a week,164.0,75.0,Female,1962
1453,949541,8,8,Fair,,Less than once a month,172.0,110.0,Female,1958
1454,949583,7,4,Fair,,Once a week,165.0,,Female,1958
1457,949614,8,8,Very good,,Several times a week,186.0,90.0,Male,1934
1459,949630,7,8,Very good,10.0,Several times a week,168.0,55.0,Female,1995
1464,949745,6,8,Very good,,Several times a week,190.0,83.0,Male,1957
1465,949779,7,Extremely happy,Good,,Several times a week,178.0,84.2,Male,1933
1466,949787,9,8,Very good,20.0,Once a week,176.0,58.0,Female,1967
1467,949800,8,9,Good,5.0,Once a week,173.0,78.0,Female,1958
1468,949826,Most people can be trusted,9,Very good,,2-3 times a month,184.0,82.0,Male,1962
1469,949868,8,9,Fair,15.0,2-3 times a month,174.0,,Female,1971
1470,949876,7,Extremely happy,Very good,,2-3 times a month,194.0,,Male,1995
1471,949892,6,3,Fair,20.0,Every day,174.0,92.0,Male,1964
1472,949907,7,8,Very good,,Several times a week,180.0,80.0,Male,1942
1475,949931,7,Extremely happy,Fair,,Once a week,160.0,72.0,Female,1924
1476,949981,7,Extremely happy,Very good,,Several times a week,170.0,80.0,Male,1946
1478,950037,5,9,Good,,Once a week,172.0,110.0,Male,1944
1479,950053,7,Extremely happy,Good,,Several times a week,175.0,70.0,Female,1959
1481,950079,6,9,Very good,,Never,172.0,76.0,Male,1973
1483,950118,8,8,Good,,Several times a week,165.0,,Female,1965
1484,950134,9,9,Very good,,Less than once a month,170.0,52.0,Female,1960
1485,950150,6,8,Good,,Several times a week,186.0,80.0,Male,1956
1489,950273,2,7,Fair,,Less than once a month,174.0,60.0,Female,1980
1490,950304,Most people can be trusted,Extremely happy,Very good,,Several times a week,172.0,50.0,Female,1940
1492,950346,7,9,Good,,Several times a week,156.0,60.0,Female,1955
1493,950354,8,9,Very good,,Every day,170.0,66.0,Male,1945
1494,950362,4,9,Good,,Once a month,176.0,68.0,Male,1979
1496,950443,5,9,Very good,,Once a week,195.0,87.0,Male,1995
1498,950477,8,8,Good,,2-3 times a month,180.0,90.0,Male,1942
1499,950493,5,9,Good,,Once a week,183.0,86.0,Male,1955
1501,950516,3,Extremely happy,Very good,,2-3 times a month,168.0,75.0,Female,1942
