idno,height,weight,gndr,yrbrn
934386,165,59,Female,1964
934433,170,76,Male,1953
934475,178,,Male,1985
934645,169,65,Female,
934653,163,57,Female,1977
934726,160,77,Female,1947
934750,,69,Male,1942
934784,174,90,Male,1985
934831,177,85,Male,1951
934873,170,75,Male,1973
934912,180,88,Male,1963
934954,170,68,Female,1965
934962,169,58,Female,1976
934970,176,77,Female,1954
935099,164,68,Female,1926
935170,189,87,Male,1976
935269,164,52,Female,1936
935285,180,70,Male,1923
935332,175,61,Female,1992
935340,193,72,Male,1997
935382,,63,Female,1955
935439,159,80,Female,1923
935463,165,,,1985
935489,173,70,Male,1988
935502,179,82,Male,1971
935536,182,92,Male,
935560,173,90,Female,1981
935586,175,63,Male,1961
935594,187,79,Male,1997
935633,163,63,Female,1962
935641,186,88,Male,1958
935706,170,82.5,Male,1965
935764,156,54,Female,1980
935780,169,70,Female,1975
935829,175,60,Female,1980
935845,167,92,Female,1980
935853,173,95,Male,1945
935879,173,69,Male,1984
935887,173,68,Female,1969
935984,183,81,Male,1972
936053,183,94,Male,1979
936079,172,85,Female,1962
936087,177,61,Female,1973
936100,160,,Female,1983
936118,170,82,Female,
936150,182,73,Male,1955
936184,183,83,Male,1968
936207,168,63,Female,1984
936273,176,70,Female,1966
936312,162,64,Female,1951
936320,175,74,Male,1983
936346,186,80,Male,1993
936362,174,72,Male,1945
936370,167,72,Female,1950
936435,163,75,Female,1945
936516,172,66,Female,1961
936540,182,88,Male,1959
936697,172,80,Male,1950
936728,183,91,Male,1969
936736,172,63,Female,1941
936744,163,58,Male,1988
936752,168,65,Female,1960
936778,174,82,Male,1960
936794,185,83,Male,1947
936859,183,106,Male,1946
936883,163,64,Female,1945
937009,173,96,Male,1964
937017,164,78,Female,1950
937041,160,71,Female,1981
937059,184,64,Male,1990
937083,185,80,Male,1972
937114,172,61,Female,1981
937148,169,120,Female,1959
937172,168,60,Female,1982
937198,164,60,Female,1993
937245,165,65,Female,1963
937318,164,59,Female,1959
937342,175,83,Male,1943
937368,162,104,Male,1948
937384,183,89,Male,1975
937392,170,80,Male,1955
937465,168,64,Male,1968
937499,162,,Female,1968
937504,157,,Female,1937
937562,167,82,Female,1946
937596,168,58,Female,1980
937643,164,70,Female,1960
937716,170,78,Female,1943
937774,163,58,Female,1976
937782,186,96,Male,1959
937813,183,92,Male,1975
937821,178,110,Male,1953
937863,187,66,Male,1967
937910,,,Male,1963
938005,177,73,Female,1988
938039,187,84,Male,1973
938047,178,66,Male,1956
938055,,72,Female,
938102,178,93,Male,1963
938178,161,106,Female,1991
938194,172,60,Male,1926
938241,168,68,Female,1961
938283,171,62,Female,1992
938356,192,90,Male,1975
938364,185,90,Male,1985
938398,190,94,Male,
938437,168,50,Male,1998
938461,189,80,Male,1973
938623,176,70,Male,1991
938631,167,62,Female,1959
938665,173,65,Female,1996
938681,162,51,Female,1991
938704,164,92,Female,1965
938843,170,64,Female,1978
938885,,72,Male,1953
938940,184,68,Female,1997
938966,169,70,Male,1943
938974,165,68,Female,1975
939001,184,80,Male,1974
939124,172,51,Female,1943
939140,186,110,Male,1989
939182,191,89,Male,1965
939271,163,75,Female,1946
939344,176,73,Male,1944
939386,184,62,Male,1992
939467,184,88,Male,1945
939483,156,63,Female,1979
939530,149,56,Female,1983
939556,188,126,Male,1985
939700,179,78,Male,
939718,158,67,Female,1936
939742,176,71,Male,1947
939792,155,38,Female,1955
939807,163,62,Female,1954
939865,179,53,Male,1997
939873,172,95,Male,1989
939881,176,69,Female,1970
939938,169,62,Female,1978
939970,204,113,Male,1961
940026,165,55,Female,1999
940050,170,52,Female,1999
940084,171,72,Female,1980
940107,180,74,Male,1995
940165,164,68,Female,1938
940173,168,90,Male,1932
940246,176,95,Female,1960
940254,176,75,Male,1987
940296,175,68,Male,1980
940319,165,70,Female,1976
940335,153,42,Female,1999
940351,163,,Female,1979
940385,176,69,Female,1993
940458,150,70,Female,1936
940466,185,78,Male,1987
940490,185,90,Male,1992
940547,174,84,Male,1943
940678,,53,Female,1950
940717,165,67,Female,1972
940725,158,70,Female,1954
940759,165,51,Female,1998
940783,196,135,Male,1954
940848,168,72,,1947
940864,164,65,Female,1971
940880,185,92,Male,1957
940979,188,123,Male,1965
940987,172,65,Female,1955
941153,197,62,Male,1951
941195,161,65,Male,1992
941226,182,88,Male,1957
941242,182,89,Male,1948
941268,,72,Female,1970
941284,175,65,Female,1952
941365,157,121,Female,1960
941373,190,70,Male,1992
941412,176,66,Female,1990
941438,177,70,Male,1958
941535,169,52,,1988
941543,178,75,Male,1975
941551,172,110,Male,1956
941569,168,60,Female,1986
941721,156,58,Female,1926
941747,160,60,Female,1955
941771,162,,Female,1956
941828,175,90,Male,1945
941844,182,61,Male,1926
941860,164,57,Female,1979
941886,168,,Female,1968
941909,171,77,Female,1950
941975,178,69,Female,1961
941991,165,83,Female,1970
942036,167,,,1967
942078,182,90,Male,1975
942094,173,83,Male,1929
942117,175,70,Female,1975
942141,169,,Female,1963
942175,,55,Female,1992
942183,167,90,Female,1969
942298,192,91,Male,1980
942442,176,71,Male,1961
942468,186,83,Male,1961
942476,158,60,Female,1981
942492,164,73,Female,1970
942515,180,84,Male,1958
942531,178,120,,1959
942557,178,,Female,1958
942565,173,115,Female,1984
942599,174,62,Female,1957
942662,173,73,Female,1963
942743,179,98,Male,1958
942785,184,75,Male,1951
942808,168,77.5,Female,1956
942816,195,117,Male,1974
942824,182,75,Male,1925
942840,170,,Female,1965
942874,155,45.299999,Female,1931
942913,165,65,Male,1979
942939,185,117,Male,1962
942947,187,91,Male,1947
942955,190,86,Male,1990
942963,179,88,Male,1952
943008,164,,Female,1940
943040,184,85,Male,1977
943066,179,70,Male,1975
943082,183,90,Male,1965
943105,187,87,,1957
943147,189,62,Male,1996
943155,164,82,Female,1950
943171,,70,Male,1985
943236,160,57,Female,1946
943260,186,112,Male,1945
943278,171,58,Female,1974
943294,180,82,Male,1958
943325,172,64,Female,1978
943341,187,84,Male,1988
943430,168,65,Female,1973
943545,173,90,Male,1953
943634,194,88,Male,
943642,162,70,Female,1957
943668,184,92,Male,1946
943749,148,54,Female,1964
943773,163,69,Female,1946
943846,178,76,Male,1945
943896,171,76,Male,1941
943951,173,63,Female,1970
943985,173,70,Male,1975
943993,175,66,Male,1928
944004,183,105,Male,1960
944012,160,64,Female,1974
944046,193,90,Male,1963
944070,168,110,Female,1993
944088,178,72,Male,1976
944119,156,50,Female,1990
944193,182,92,Female,1979
944216,188,115,Male,1942
944266,170,85,Female,1976
944313,152,,Female,1929
944363,172,66,Female,1968
944436,180,69,Male,1947
944517,180,88,Male,1978
944525,182,66,Male,1944
944541,183,88,Male,1969
944575,181,93,Male,1966
944622,170,89,Female,1968
944630,181,78,Male,1944
944664,177,82,Female,1947
944711,188,,Male,1977
944779,187,103,Male,1945
944818,175,85,Male,1968
944923,170,69,Female,1992
944949,186,80,Male,1976
944999,160,,Female,1954
945018,186,104,Male,1957
945034,173,60,Female,1942
945042,180,82,Male,1962
945068,187,80,Male,1962
945076,164,75,Female,1949
945092,190,87,Male,1996
945107,172,114,Female,1954
945149,168,68,Female,1983
945262,162,68,,1952
945296,176,92,Male,1966
945301,178,66,Male,1972
945555,169,68,Female,1996
945563,162,72,Female,1950
945571,181,117,Male,1981
945652,191,80,Male,1998
945660,177,89,Male,1949
945733,173,80,Female,1951
945759,181,82,Male,1987
945791,172,80,Male,1935
945856,170,66,Male,1988
945937,184,93,Male,1959
945961,186,83,Male,1990
946030,182,76,Male,1983
946153,159,50,Female,1933
946161,174,65,Male,1993
946218,185,83,Male,1972
946250,187,66,Male,1997
946268,180,74,Male,1966
946292,163,66,Female,1998
946349,170,74,Female,1977
946519,173,70,Female,1998
946527,177,66,Female,1932
946535,164,63,Female,1971
946585,168,58,Female,1963
946616,167,114,Female,1964
946624,178,76,Male,1970
946682,188,95,Male,1974
946690,179,82,Male,1963
946747,168,76,Male,1938
946810,180,78,Male,1989
946828,165,68,Male,1933
946836,171,95,Female,1952
946852,175,85,Female,1967
946967,160,45,Female,1941
946975,178,76,Male,1963
947010,174,80,Male,1955
947117,170,71,Female,1963
947141,165,74,Female,1973
947167,173,78,Female,1957
947230,162,,Female,1968
947248,169,61,Female,1977
947256,170,73,Female,1948
947272,182,54,Male,1990
947337,160,59,Female,1945
947345,174,104,Male,1984
947379,,70,Male,1979
947395,183,87,Male,1949
947484,160,78,Female,1964
947492,165,61,Female,
947507,172,80,Male,1935
947515,172,62,Female,1958
947565,175,75,Male,1955
947612,165,58,Female,1940
947638,168,63,Female,1936
947735,175,77,Male,1972
947751,176,66,Male,1954
947769,176,110,Female,1959
947808,169,57,Female,1957
947840,185,86,Male,1995
947858,181,71,Male,1992
947874,184,89,Male,1985
947882,164,68,Female,1973
948016,165,53,Female,1965
948074,165,68,Female,
948082,180,89,Male,1947
948113,167,79,Female,1983
948121,178,93,Male,1941
948197,182,86,,1961
948202,168,62,Female,1955
948391,176,63,Female,1995
948406,176,58,Male,1949
948414,168,,Female,1974
948448,185,95,Male,1957
948472,171,56,Female,1977
948480,168,80,Male,1966
948545,168,,Female,1953
948595,178,92,Male,1947
948600,185,90,Male,1965
948618,166,73,Female,1997
948676,174,82,Female,1965
948715,198,84,Male,1993
948731,175,60,Female,1974
948765,153,57,Female,
948838,185,83,Male,
948846,159,60,Female,1997
948854,175,64,Male,1964
948919,160,72,Female,1965
948927,180,74,Male,1960
948943,172,71,Female,1938
948993,164,58,Female,1956
949004,180,65,Male,1963
949020,178,66,Male,1962
949054,166,71,Female,1939
949070,167,95,Female,1983
949096,186,73,Male,1979
949119,165,65,Female,1954
949143,172,62,Female,1972
949224,161,86,Female,1941
949313,178,74,Male,1988
949321,176,77,Female,1972
949339,181,77,Male,1930
949389,,60,,1927
949397,176,67,Male,1942
949486,164,75,Female,1962
949541,172,110,Female,1958
949583,165,,Female,1958
949614,186,90,Male,1934
949630,168,55,Female,1995
949745,190,83,Male,1957
949779,178,84.199997,Male,1933
949787,176,58,Female,1967
949800,173,78,Female,1958
949826,184,82,Male,1962
949868,174,,Female,1971
949876,194,,Male,1995
949892,174,,Male,1964
949907,180,80,Male,1942
949931,160,72,Female,1924
949981,170,80,Male,1946
950037,172,110,Male,1944
950053,175,70,Female,1959
950079,172,76,Male,1973
950118,165,,Female,1965
950134,170,52,Female,1960
950150,186,80,Male,1956
950273,174,60,Female,1980
950304,172,50,Female,1940
950346,156,60,Female,1955
950354,170,66,Male,1945
950362,176,68,Male,1979
950443,195,87,Male,1995
950477,,90,Male,1942
950493,183,86,Male,1955
950516,168,75,Female,1942
